	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6
cg23273453	NA	NA	NA	NA	NA	NA
cg23291158	NA	NA	NA	NA	NA	NA
cg23296792	NA	NA	NA	NA	NA	NA
cg23333490	NA	NA	NA	NA	NA	NA
cg23386212	0.761958723	0.696894259	0.738948584	0.759943197	0.764934589	0.833269064
cg23392381	NA	NA	NA	NA	NA	NA
cg23402755	NA	NA	NA	NA	NA	NA
cg23406159	NA	NA	NA	NA	NA	NA
cg23422170	0.713690517	0.67970689	0.651147348	0.708806146	0.74413127	0.756985346
cg23459997	NA	NA	NA	NA	NA	NA
cg23475993	NA	NA	NA	NA	NA	NA
cg23512531	0.188847478	0.244794654	0.372564591	0.223558806	0.355908534	0.283625064
cg23520422	0.162140764	0.146130427	0.148360931	0.155786894	0.146529023	0.171981308
cg23534210	NA	NA	NA	NA	NA	NA
cg23564471	NA	NA	NA	NA	NA	NA
cg23579537	NA	NA	NA	NA	NA	NA
cg23586423	NA	NA	NA	NA	NA	NA
cg23595304	NA	NA	NA	NA	NA	NA
cg23633010	0.178108489	0.155499359	0.151867727	0.147010304	0.165204064	0.16235122
cg23646866	0.926983353	0.948312011	0.942623694	0.908225582	0.900513266	0.914710608
cg23653667	NA	NA	NA	NA	NA	NA
cg23669276	0.973452023	0.979446968	0.96919597	0.981430849	0.979657058	0.979779638
cg23681095	0.904743364	0.911567492	0.906611845	0.870663278	0.918456786	0.872773254
cg23693569	NA	NA	NA	NA	NA	NA
cg23703079	0.841656372	0.854727137	0.867296285	0.820340637	0.918191982	0.868146322
cg23712855	0.021942225	0.019466818	0.022139465	0.021878608	0.024408934	0.023544073
cg23729417	0.042501395	0.040454725	0.118326421	0.048474819	0.038859787	0.042372716
cg23733845	0.437528281	0.404835278	0.334996426	NA	0.48363132	0.481859622
cg23737713	NA	NA	NA	NA	NA	NA
cg23753006	0.906328133	0.866561761	0.891784766	0.836632101	0.900050716	0.901146665
cg23786209	0.691116189	0.763966926	0.756309916	0.643596254	0.720881525	0.780129906
cg23807125	NA	NA	NA	NA	NA	NA
cg23822407	0.70113256	0.752532343	0.706490542	0.74983001	0.794924303	0.800717351
cg23846143	0.947254496	0.951181895	0.954478643	0.930385653	0.949737093	0.940771075
cg23850205	0.250970384	0.608556493	0.633077305	0.300044104	0.324067673	0.202174254
cg23851515	0.515445874	0.608667177	0.642891812	0.560785935	0.467216636	0.516963348
cg23878260	NA	NA	NA	NA	NA	NA
cg23887609	0.899221572	0.777082154	0.870217993	0.904337373	0.917555616	0.82426354
cg23933602	0.093910691	0.042645734	0.082205131	0.043340341	0.04466077	0.078520242
cg23949216	0.922164064	0.944492735	0.939561184	0.93862734	0.925738352	0.928099116
cg23953697	0.025534547	0.021690477	0.022175004	0.030970756	0.022850027	0.023645725
cg23980070	NA	NA	NA	NA	NA	NA
cg24009623	0.090173398	0.170462893	0.158023927	0.101737808	0.120060552	0.101982506
cg24014558	NA	NA	NA	NA	NA	NA
cg24037715	NA	NA	NA	NA	NA	NA
cg24057558	NA	NA	NA	NA	NA	NA
cg24113266	0.973995512	0.974376592	0.979432414	0.961379601	0.976307684	0.971303566
cg24117504	NA	NA	NA	NA	NA	NA
cg24136671	0.951568772	0.939705949	0.950701229	0.908284357	0.94560474	0.944938039
cg24145109	NA	NA	NA	NA	NA	NA
cg24182521	0.329704937	0.288713409	0.304515167	0.293044355	0.401609886	0.34952829
cg24183566	0.71690277	0.823003731	0.769625245	0.724903616	0.68279239	0.85847542
cg24209115	0.826388707	0.882081661	0.89179558	0.900038454	0.888412502	0.873563596
cg24222194	NA	NA	NA	NA	NA	NA
cg24238356	0.900007016	0.901254846	0.77206185	0.871285575	0.855062784	0.842829242
cg24239999	0.131534079	0.116405371	0.114194389	0.110156589	0.152981357	0.121141602
cg24250820	0.699528508	0.736075887	0.639248033	0.819518552	0.723519363	0.74625799
cg24255269	0.891967808	0.908281724	0.878609705	0.928071503	0.896151654	0.916188524
cg24293507	0.278131026	0.326417836	0.311494575	NA	0.225511814	0.311452031
cg24313932	0.940535776	0.944982557	0.952384061	0.90366799	0.947122225	0.911456074
cg24329141	NA	NA	NA	NA	NA	NA
cg24330347	NA	NA	NA	NA	NA	NA
cg24337025	0.458945132	0.484809209	0.495524236	0.425854925	0.502103272	0.496363382
cg24337701	0.927792423	0.922567363	0.872583575	0.945018632	0.931321226	0.938414864
cg24338351	NA	NA	NA	NA	NA	NA
cg24363621	NA	NA	NA	NA	NA	NA
cg24396167	0.917362681	0.933577273	0.944719314	0.909748098	0.931046073	0.929312906
cg24402183	NA	NA	NA	NA	NA	NA
cg24431515	0.982126953	0.977924029	0.984063741	0.975350476	0.978508926	0.977845525
cg24439307	NA	NA	NA	NA	NA	NA
cg24461052	0.331347012	0.286641842	0.266748757	0.255057549	0.306615679	0.347103188
cg24504854	0.751907467	0.816658316	0.466453568	0.815738803	0.80468467	0.835371573
cg24514773	0.073040097	0.07287941	0.068829644	0.070146932	0.064507429	0.057274366
cg24527452	NA	NA	NA	NA	NA	NA
cg24529615	NA	NA	NA	NA	NA	NA
cg24531022	0.018058549	0.018111752	0.019006539	0.021780145	0.018910768	0.021411643
cg24562669	0.457185022	0.53298687	0.567379772	0.680135968	0.474760441	0.438901358
cg24593688	0.074003972	0.083321959	0.071637189	0.084719702	0.108507988	0.064756311
cg24632623	NA	NA	NA	NA	NA	NA
cg24643105	NA	NA	NA	NA	NA	NA
cg24673385	0.939723298	0.929615431	0.903564685	0.930312791	0.935138353	0.925215984
cg24674445	0.152038616	0.156504131	0.094772739	0.099114081	0.056074782	0.179297222
cg24675658	0.038170544	0.035272036	0.044087198	0.078906067	0.061728264	0.067727067
cg24679453	0.648842756	0.63603689	0.55032136	0.600903094	0.730811326	0.715154879
cg24680284	0.80561198	0.810266609	0.903051658	0.895700972	0.809170311	0.776900814
cg24693225	0.02079305	0.017653981	0.023160241	0.022241637	0.017856339	0.021909423
cg24699296	0.419321584	0.335748677	0.454989313	0.385508873	0.372251703	0.287725502
cg24700388	0.867215953	0.808548877	0.821987401	0.889123074	0.905330696	0.916803714
cg24721899	0.041793338	0.032652808	0.029338526	0.031464205	0.03528753	0.034381983
cg24739679	0.744109399	0.722839741	0.582226617	0.859778619	0.748088824	0.781356325
cg24745738	0.142030158	0.097626326	0.094121126	0.131840976	0.086339181	0.110845026
cg24752563	NA	NA	NA	NA	NA	NA
cg24759108	0.790883854	0.77837873	0.830406887	0.692195044	0.804294676	0.759299219
cg24772240	0.263668484	0.231951233	0.248752223	0.249230557	0.262873662	0.230356892
cg24779941	0.054154864	0.045461025	0.042114069	0.122289184	0.047437362	0.066470935
cg24790801	0.016621621	0.015553508	0.015348095	0.019339061	0.018170763	0.018687805
cg24791218	NA	NA	NA	NA	NA	NA
cg24800175	0.401790697	0.3369524	0.52600587	0.347404298	0.382757863	0.388231986
cg24829778	0.922386617	0.932547445	0.949772015	0.85960402	0.935744737	0.924679599
cg24833387	NA	NA	NA	NA	NA	NA
cg24843246	0.982846727	0.98212442	0.982722061	0.965656176	0.979347054	0.98113639
cg24859648	NA	NA	NA	NA	NA	NA
cg24861399	NA	NA	NA	NA	NA	NA
cg24888609	NA	NA	NA	NA	NA	NA
cg24891434	0.546638737	0.486713587	0.503988947	0.530390627	0.462393677	0.581502256
cg24921221	0.556937191	0.492716052	0.508151021	0.360020282	0.458157672	0.455558198
cg24924221	NA	NA	NA	NA	NA	NA
cg24952224	0.199096018	0.17899869	0.229620837	0.122068766	0.179500665	0.132977683
cg25003275	0.209418749	0.181652046	0.155250001	0.172897201	0.174274667	0.176723615
cg25010805	0.928912489	0.917474751	0.507084307	0.929061395	0.949836695	0.93488967
cg25012583	NA	NA	NA	NA	NA	NA
cg25013753	NA	NA	NA	NA	NA	NA
cg25025879	0.123458773	0.095485973	0.088624486	0.145657749	0.162719618	0.173457954
cg25029446	NA	NA	NA	NA	NA	NA
cg25052156	0.557744444	0.546360805	0.538572598	0.474686383	0.543025987	0.633368918
cg25121227	NA	NA	NA	NA	NA	NA
cg25195795	0.234716119	0.350911831	0.265462741	NA	0.279238541	NA
cg25196716	NA	NA	NA	NA	NA	NA
cg25200586	NA	NA	NA	NA	NA	NA
cg25202367	NA	NA	NA	NA	NA	NA
cg25203245	NA	NA	NA	NA	NA	NA
cg25206690	0.943131575	0.953159197	0.935697309	0.931026305	0.952073677	0.943291316
cg25215565	NA	NA	NA	NA	NA	NA
cg25235205	0.848321229	0.795291602	0.821998426	0.757602207	0.846395538	0.868737766
cg25245082	0.243804625	0.223689533	0.167042885	0.199818068	0.230953195	0.201495603
cg25258033	0.83860041	0.831530104	0.849061519	0.854738666	0.837498494	0.842185305
cg25334834	0.935911202	0.933930319	0.94125668	0.92529235	0.930115953	0.935809497
cg25335258	0.905428288	0.914906246	0.9197348	0.873784203	0.862329875	0.871192565
cg25359907	0.947482816	0.950892466	0.938926031	0.930486538	0.954000321	0.936239958
cg25381253	0.947954409	0.950027029	0.954270911	0.908322813	0.940220195	0.933383661
cg25396787	0.101292926	0.092427437	0.064806373	0.175450243	0.086244971	0.108598366
cg25399998	NA	NA	NA	NA	NA	NA
cg25411333	0.028062832	0.026447308	0.030692157	0.049758987	0.045341709	0.033962882
cg25426867	NA	NA	NA	NA	NA	NA
cg25431535	0.694365247	0.693375255	0.676797626	0.599712318	0.727890777	0.777142223
cg25455143	0.017791778	0.01726634	0.016336893	0.027658874	0.018461854	0.021355156
cg25465065	NA	NA	NA	NA	NA	NA
cg25474235	NA	NA	NA	NA	NA	NA
cg25499650	0.807789613	0.750624877	0.644466074	0.804774886	0.736761366	0.84331985
cg25523087	0.034252921	0.030605918	0.026687317	0.031447307	0.038395743	0.027271518
cg25531478	0.109002254	0.128762246	0.105178182	0.171567308	0.109215866	0.137341419
cg25533993	0.431147072	0.276815678	0.314241057	0.40357301	0.268148101	0.227725667
cg25560215	0.498214724	0.442066834	0.365115271	0.487728099	0.529790677	0.59937705
cg25565504	0.911301717	0.853718202	0.811516317	0.899551933	0.885100629	0.905565822
cg25574024	0.163930334	0.148279538	0.180556449	0.163005998	0.144266088	0.111950018
cg25599641	NA	NA	NA	NA	NA	NA
cg25602718	0.822704749	0.63889087	0.578064354	0.755910982	0.643384934	0.764988338
cg25638443	0.547649945	0.61164253	0.577265603	0.597473349	0.713657844	0.610327077
cg25638870	NA	NA	NA	NA	NA	NA
cg25651608	0.570289051	0.501738642	0.645850644	0.493067791	0.616305483	0.603514029
cg25664752	0.959721097	0.951466134	0.951564726	0.929814293	0.954236601	0.940096026
cg25674027	NA	NA	NA	NA	NA	NA
cg25680145	0.102717226	0.104542985	0.129335572	0.111616992	0.091841802	0.089116633
cg25692451	0.949288979	0.950415196	0.954436111	0.931323282	0.944099138	0.950499394
cg25745246	0.530937192	0.48963622	0.415682126	0.639525841	0.570351761	0.552164826
cg25752539	0.886246492	0.898507287	0.912999597	0.844251625	0.904227358	0.878468717
cg25807044	0.018973577	0.024119055	0.017772007	0.026389011	0.019544848	0.022582502
cg25817165	0.658761997	0.637185525	0.815408431	0.791898505	0.8861281	NA
cg25827670	0.920789839	0.917902176	0.915629497	0.898202325	0.905062468	0.869538221
cg25854298	0.901908326	0.915521906	0.914412549	0.893357588	0.877909639	0.885739069
cg25873514	0.967108884	0.894681545	0.947539293	0.917250529	0.093355208	0.950682294
cg25874119	0.059752094	0.06490049	0.063290694	0.08677339	0.084640333	0.105558302
cg25875537	0.476184749	0.443258886	0.472020332	0.396876644	0.465353418	0.482246218
cg25878441	0.669898745	0.469603455	0.581271122	0.621673125	0.464731433	0.449031345
cg25884399	0.282033913	0.188593306	0.314147214	0.266559595	0.333979104	0.290270675
cg25885322	0.094036394	0.068088657	0.061154463	0.075520332	0.072557675	0.087226628
cg25929399	NA	NA	NA	NA	NA	NA
cg25930440	0.594333993	0.517895817	0.630932927	0.554587631	0.533868069	0.470020219
cg25943872	0.071669018	0.084614552	0.071319228	0.110419746	0.075162626	0.097097598
cg25976621	0.941725406	0.93779751	0.869844435	0.949365327	0.948736203	0.937146881
cg25976932	0.33113929	0.325085948	0.270269855	0.407985815	0.32381327	0.31041717
cg25986202	0.281452187	0.279327393	0.355384161	0.266856489	0.260141274	0.224505119
cg26019472	0.606415801	0.642567724	0.872987516	0.715036599	0.668275243	0.592815446
cg26030457	0.828421742	0.811427086	0.881234552	0.870866006	0.809906497	0.896033154
cg26039954	0.910351512	0.874442192	0.923747587	0.82349783	0.869220385	0.896442968
cg26044340	0.949865654	0.948451208	0.950767514	0.929336843	0.958681018	0.936510546
cg26053872	0.92652714	0.922743926	0.92817452	NA	0.934761299	0.906890975
cg26061255	NA	NA	NA	NA	NA	NA
cg26103168	NA	NA	NA	NA	NA	NA
cg26114907	0.917815314	0.928030904	0.912267856	0.919945598	0.903775331	0.866382153
cg26116485	0.037994087	0.030993765	0.033284031	0.055300429	0.038122657	0.056627236
cg26207380	0.37156609	0.305403056	0.341921284	0.377728798	0.441331853	0.376480406
cg26235710	NA	NA	NA	NA	NA	NA
cg26257814	0.29089449	0.02091753	0.135840409	0.024714445	0.02249628	0.028932406
cg26280349	0.52236279	0.520476979	0.579567221	0.500848773	0.554994948	0.568079389
cg26289980	0.019723401	0.022702831	0.022013189	0.024920423	0.023043765	0.020440329
cg26296488	NA	NA	NA	NA	NA	NA
cg26305504	0.768475611	0.762687118	0.842038468	0.701336002	0.723366144	0.684838552
cg26314966	0.734275858	0.733890925	0.885168367	0.77452691	0.740334411	0.817266513
cg26328782	0.876395501	0.8701784	0.894351802	0.844958486	0.895573482	0.890219836
cg26337624	NA	NA	NA	NA	NA	NA
cg26353694	0.928390563	0.940163852	0.953558857	0.932383943	0.945078258	0.942891862
cg26378680	NA	NA	NA	NA	NA	NA
cg26422465	NA	NA	NA	NA	NA	NA
cg26450801	NA	NA	NA	NA	NA	NA
cg26466274	NA	NA	NA	NA	NA	NA
cg26466508	0.19325526	0.217066863	0.11191564	NA	0.218998474	0.23688125
cg26479374	0.251761253	0.137262218	0.536214782	0.312843134	0.283461836	0.42857069
cg26483578	0.030230684	0.018303931	0.020928045	0.02585809	0.024709166	0.028840941
cg26511075	0.719011805	0.698071708	0.712454733	0.588702184	0.753193285	0.717070426
cg26513180	0.123101818	NA	0.028938687	0.025606859	0.027243293	0.018109758
cg26514552	0.736901683	0.726219986	0.748261492	0.804806417	0.800250811	0.873660168
cg26548834	0.931536687	0.939850535	0.956652561	0.902091806	0.921494535	0.932780143
cg26562462	0.64357214	0.625601469	0.567448872	0.544548145	0.620188642	0.609829452
cg26566898	0.354643432	0.387540956	0.38539514	0.320677942	0.39846698	0.44930385
cg26585320	0.707999609	0.682217757	0.699418042	0.798836762	0.738237543	0.752195084
cg26605865	NA	NA	NA	NA	NA	NA
cg26615853	0.782365687	0.783760842	0.856189522	0.561087212	0.645077464	0.735220679
cg26638069	0.838273504	0.85042577	0.877330172	0.767793643	0.827457887	0.795398805
cg26653091	NA	NA	NA	NA	NA	NA
cg26679884	NA	NA	NA	NA	NA	NA
cg26712673	0.242923821	0.272754789	0.255984057	0.324894511	0.321045198	0.392358932
cg26720338	0.09986154	0.08374632	0.100701638	0.097333939	0.142289771	0.102259882
cg26722972	NA	NA	NA	NA	NA	NA
cg26725201	0.706540574	0.680211299	0.687586717	0.503014358	0.568916587	0.713971309
cg26727032	0.386510364	0.415521772	0.438478975	0.421616404	0.489890543	0.474892622
cg26776784	NA	NA	NA	NA	NA	NA
cg26828689	0.799918025	0.764711062	0.744249527	0.711004768	0.838163747	0.79486407
cg26837768	NA	NA	NA	NA	NA	NA
cg26841309	0.920199585	0.931298668	0.908666305	0.943270255	0.927101997	0.932564306
cg26846424	0.469544101	0.496890425	0.636794337	0.313425722	0.425928195	0.385145756
cg26846609	NA	NA	NA	NA	NA	NA
cg26848300	NA	NA	NA	NA	NA	NA
cg26850624	0.926716622	0.896615024	0.934843341	0.808200964	0.921256176	0.935199797
cg26858152	0.803117231	0.849307431	0.87344936	0.780678642	0.741800182	0.774139202
cg26859469	NA	NA	NA	NA	NA	NA
cg26870057	0.845794363	0.888633261	0.87893981	0.818366722	0.867773935	0.890919504
cg26882525	NA	NA	NA	NA	NA	NA
cg26893684	NA	NA	NA	NA	NA	NA
cg26918305	0.951972574	0.959122395	0.947728551	0.952379529	0.95330874	0.955785172
cg26922917	0.705147534	0.811892085	0.860049128	0.653499194	0.734587126	0.855067085
cg26939297	0.733010758	0.754663956	0.763156901	0.675719433	0.694865967	0.733148895
cg26955980	0.855019946	0.891737398	0.862371124	0.831946906	0.889747424	0.882918937
cg26960896	0.46310698	0.395231689	0.394548607	0.409043456	0.469526745	0.451059975
cg26987645	0.789985384	0.896937334	0.907815203	0.554625905	0.779563516	0.798859579
cg26990023	0.951922963	0.94696435	0.971544561	0.917343198	0.948976748	0.932527495
cg27008363	0.849098077	0.871911589	0.867879165	0.881295086	0.904876289	0.904840553
cg27011060	0.58741449	0.590967518	0.688003584	0.500913114	0.587161537	0.543081307
cg27039420	0.940409646	0.932960842	0.929219234	0.900578913	0.941042081	0.922335355
cg27045481	0.953078466	0.959077153	0.957171803	0.941524988	0.956194196	0.950836256
cg27054514	0.595971279	0.62700025	0.635113452	0.499434901	0.627645156	0.610602543
cg27060812	0.877985252	0.896526237	0.890921991	0.865985365	0.907388126	0.87754425
cg27076160	NA	NA	NA	NA	NA	NA
cg27125849	0.042449995	0.028795029	0.028859492	0.074407634	0.048801341	0.076169563
cg27130493	0.832289461	0.851174128	0.862640248	0.753044926	0.804218361	0.825308379
cg27141807	NA	NA	NA	NA	NA	NA
cg27144592	0.43321399	0.530969614	0.37831403	0.404557225	0.439378032	0.472068113
cg27168410	NA	NA	NA	NA	NA	NA
cg27181471	NA	NA	NA	NA	NA	NA
cg27254040	NA	NA	NA	NA	NA	NA
cg27256292	0.146227166	0.093994703	0.153692567	0.119451691	0.169503871	0.127889476
cg27269488	0.193583357	0.181352661	0.173628859	0.13865937	0.216930744	0.210847424
cg27280575	0.033307229	0.027126058	0.028150734	0.029092914	0.046581687	0.044217107
cg27286337	NA	NA	NA	NA	NA	NA
cg27297263	0.282273439	0.210239467	0.253064392	0.252408585	0.240309399	0.225102118
cg27309611	0.185794016	0.140071384	0.137275109	0.197329049	0.20889097	0.285596141
cg27362167	NA	NA	NA	NA	NA	NA
cg27372482	0.801695739	0.744505619	0.710348012	0.871295029	0.83961838	0.818758968
cg27382588	0.945195152	0.932216996	0.952668286	0.866861477	0.948682455	0.911442749
cg27398423	0.924909799	0.929694034	0.920066439	0.927605981	0.909084137	0.917381215
cg27406919	0.563737981	0.623747758	0.655452488	0.436053441	0.628578654	0.586827595
cg27418434	0.553446865	0.625792812	0.587124096	0.572541482	0.491911195	0.579785659
cg27497751	0.132503756	0.499430742	0.534427573	0.23235433	0.19045233	0.118532201
cg27512707	NA	NA	NA	NA	NA	NA
cg27530015	0.077365922	0.105159763	0.073453018	0.098160704	0.086474178	0.091908924
cg27539721	0.967024239	0.967377612	0.974193136	0.954640055	0.966555623	0.962323542
cg27545367	0.675442434	0.610030534	0.705966706	0.429484768	0.614045744	0.569108683
cg27561774	NA	NA	NA	NA	NA	NA
cg27563529	0.923203207	0.928825328	0.937906585	0.907370865	0.927753846	0.923373421
cg27569752	0.580331176	0.517957039	0.454286108	0.51813118	0.599215356	0.637661375
cg27579805	0.234133075	0.177350513	0.168123666	0.233102936	0.197214926	0.236247756
cg27582323	NA	NA	NA	NA	NA	NA
cg27591450	0.02141025	0.020631012	0.020830586	0.022810707	0.022117378	0.024397759
cg27639575	NA	NA	NA	NA	NA	NA
cg27640150	0.899651451	0.904266745	0.901808093	0.848473291	0.889819524	0.930810799
cg27664674	NA	NA	NA	NA	NA	NA
ch.16.1357280F	0.085200175	0.080058373	0.077485299	0.066903183	0.077227375	0.07954173
ch.17.1679671R	0.330507896	0.290370693	0.228311472	0.338465557	0.349412717	0.305200299
rs10882854	0.062137988	0.060488909	0.949367979	0.899231136	0.921913739	0.891184774
rs1484127	0.029452314	0.034607324	0.511232228	0.507993536	0.041355354	0.494733832
rs1520670	0.03378848	0.960879082	0.495943183	0.928582088	0.96335008	0.481807566
rs213028	0.971765563	0.487329741	0.015590854	0.482029393	0.956704772	0.018478522
rs2235751	0.046415118	0.478150361	0.955847405	0.062525572	0.945596112	0.495114965
rs2857639	0.089090797	0.078311223	0.091924435	0.715446603	0.626729724	0.13506295
rs5926356	0.079831924	0.918397299	0.931403249	0.84427565	0.073901846	0.877255101
rs5987737	0.026939435	0.027455428	0.025141762	0.943159528	0.023917505	0.955680083
rs6426327	0.963569386	0.566789841	0.96865144	0.07468273	0.0434106	0.057101236
rs6471533	0.058278955	0.958253252	0.057744379	0.950428863	0.445536009	0.940030423
rs6546473	0.497241983	0.505449835	0.502111991	0.045226227	0.041635643	0.503494555
rs6991394	0.968022007	0.967258917	0.971366557	0.539310923	0.078144811	0.437449587
rs715359	0.439861866	0.032123267	0.484487535	0.468634831	0.953200507	0.966780537
rs9363764	0.967813927	0.050216562	0.039387767	0.955629468	0.061895628	0.052742029
rs9839873	0.065642177	0.077357662	0.634693334	0.929105132	0.669938106	0.944415639
